timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,ticker
2023-02-12,0.3449897,0.34583228,0.34115128,0.34208748,0.34208748,6269135,0.0,1.0,ADAEUR
2023-02-11,0.3351596,0.34658124,0.33394254,0.34489608,0.34489608,55904954,0.0,1.0,ADAEUR
2023-02-10,0.33909164,0.34227472,0.33085308,0.33525321999999996,0.33525321999999996,104289819,0.0,1.0,ADAEUR
2023-02-09,0.36905004,0.37045434,0.33169566,0.33909164,0.33909164,151503834,0.0,1.0,ADAEUR
2023-02-08,0.37345017999999996,0.37775670000000006,0.36071786,0.36905004,0.36905004,92872527,0.0,1.0,ADAEUR
2023-02-07,0.35790926,0.37429276,0.35706668,0.37345017999999996,0.37345017999999996,107246776,0.0,1.0,ADAEUR
2023-02-06,0.36727126,0.37756946,0.3552879,0.35790926,0.35790926,110247851,0.0,1.0,ADAEUR
2023-02-05,0.37382466,0.37625878,0.35772202000000003,0.36727126,0.36727126,104454046,0.0,1.0,ADAEUR
2023-02-04,0.37794394000000003,0.37962910000000005,0.3721395,0.37391828,0.37391828,69665961,0.0,1.0,ADAEUR
2023-02-03,0.37270122,0.38103339999999997,0.36923728,0.37803756,0.37803756,112231580,0.0,1.0,ADAEUR
2023-02-02,0.37167140000000004,0.38721232000000005,0.36708402,0.37270122,0.37270122,179215658,0.0,1.0,ADAEUR
2023-02-01,0.36530524000000003,0.37616516,0.34733020000000003,0.37167140000000004,0.37167140000000004,162998963,0.0,1.0,ADAEUR
2023-01-31,0.3487345,0.37429276,0.34461522,0.36530524000000003,0.36530524000000003,156301183,0.0,1.0,ADAEUR
2023-01-30,0.37223312000000003,0.37279484,0.34190024,0.3487345,0.3487345,134336665,0.0,1.0,ADAEUR
2023-01-29,0.35744116,0.37363742,0.35276016000000004,0.3721395,0.3721395,102929204,0.0,1.0,ADAEUR
2023-01-28,0.36493076,0.37260760000000004,0.3538836,0.35753478000000005,0.35753478000000005,119208593,0.0,1.0,ADAEUR
2023-01-27,0.35538152,0.36605420000000005,0.34433436,0.36493076,0.36493076,112713613,0.0,1.0,ADAEUR
2023-01-26,0.34948346,0.36436904,0.34742382,0.35538152,0.35538152,152020632,0.0,1.0,ADAEUR
2023-01-25,0.33590856,0.35547514,0.32476778,0.34938984,0.34938984,125501560,0.0,1.0,ADAEUR
2023-01-24,0.351075,0.3585646,0.33253824000000004,0.33581494,0.33581494,111749419,0.0,1.0,ADAEUR
2023-01-23,0.35238568000000003,0.35912632,0.34517694000000004,0.351075,0.351075,168920181,0.0,1.0,ADAEUR
2023-01-22,0.34508331999999997,0.36249664,0.33974698000000003,0.35238568000000003,0.35238568000000003,205382044,0.0,1.0,ADAEUR
2023-01-21,0.34180662,0.35641134,0.33412978,0.34517694000000004,0.34517694000000004,228951787,0.0,1.0,ADAEUR
2023-01-20,0.31643560000000004,0.34236834000000005,0.31231632000000004,0.34190024,0.34190024,130767450,0.0,1.0,ADAEUR
2023-01-19,0.30557568,0.32111660000000003,0.30473310000000003,0.31634197999999997,0.31634197999999997,80228314,0.0,1.0,ADAEUR
2023-01-18,0.3234571,0.3328191,0.30304794,0.30557568,0.30557568,170018857,0.0,1.0,ADAEUR
2023-01-17,0.3281381,0.33478512,0.32111660000000003,0.3234571,0.3234571,101591352,0.0,1.0,ADAEUR
2023-01-16,0.32841896000000004,0.3407768,0.31606112000000003,0.32804448,0.32804448,156864828,0.0,1.0,ADAEUR
2023-01-15,0.33010412000000006,0.33132118,0.3169037,0.32832534,0.32832534,132983094,0.0,1.0,ADAEUR
2023-01-14,0.3234571,0.34611314,0.31081840000000005,0.3300105,0.3300105,288977177,0.0,1.0,ADAEUR
2023-01-13,0.30829066,0.32851258,0.30304794,0.32355072,0.32355072,150546494,0.0,1.0,ADAEUR
2023-01-12,0.3023926,0.31372062,0.29527748000000004,0.30829066,0.30829066,248440812,0.0,1.0,ADAEUR
2023-01-11,0.30164364,0.30286070000000004,0.2878815,0.3023926,0.3023926,144048586,0.0,1.0,ADAEUR
2023-01-10,0.29658816000000005,0.30454586,0.28675806000000004,0.30164364,0.30164364,184082448,0.0,1.0,ADAEUR
2023-01-09,0.2785195,0.32392519999999997,0.2766471,0.29658816000000005,0.29658816000000005,405177005,0.0,1.0,ADAEUR
2023-01-08,0.25914016,0.2799238,0.25670604,0.27842588,0.27842588,196047722,0.0,1.0,ADAEUR
2023-01-07,0.2607317,0.26269772,0.25492726,0.25914016,0.25914016,72623368,0.0,1.0,ADAEUR
2023-01-06,0.25202504,0.26194876,0.25005902,0.26082532,0.26082532,171198727,0.0,1.0,ADAEUR
2023-01-05,0.25071435999999997,0.25399106,0.24650145999999998,0.25202504,0.25202504,81943632,0.0,1.0,ADAEUR
2023-01-04,0.23676498,0.25352296,0.23573516000000003,0.25071435999999997,0.25071435999999997,148810996,0.0,1.0,ADAEUR
2023-01-03,0.23760756000000002,0.23919910000000003,0.23423723999999999,0.23676498,0.23676498,71671057,0.0,1.0,ADAEUR
2023-01-02,0.23395638000000002,0.24013530000000002,0.23086692000000003,0.23760756000000002,0.23760756000000002,75458284,0.0,1.0,ADAEUR
2023-01-01,0.23011796,0.23405,0.22787108,0.23395638000000002,0.23395638000000002,49487029,0.0,1.0,ADAEUR
2022-12-31,0.23002434000000002,0.23601602,0.2284328,0.23011796,0.23011796,66923069,0.0,1.0,ADAEUR
2022-12-30,0.2284328,0.23058606,0.22393904,0.23011796,0.23011796,77783257,0.0,1.0,ADAEUR
2022-12-29,0.23245846,0.23255208000000002,0.22431352000000002,0.2284328,0.2284328,119235796,0.0,1.0,ADAEUR
2022-12-28,0.24369285999999998,0.24444182,0.23105416,0.23236484000000002,0.23236484000000002,115688916,0.0,1.0,ADAEUR
2022-12-27,0.24837386,0.24949730000000003,0.23994806,0.24369285999999998,0.24369285999999998,59557924,0.0,1.0,ADAEUR
2022-12-26,0.24247580000000002,0.24874834,0.24116512,0.24828024,0.24828024,61775474,0.0,1.0,ADAEUR
2022-12-25,0.24256942,0.24331838000000003,0.23835652,0.24256942,0.24256942,46627019,0.0,1.0,ADAEUR
2022-12-24,0.24285028000000003,0.24378648000000003,0.24022892,0.24266304,0.24266304,32054310,0.0,1.0,ADAEUR
2022-12-23,0.24032254,0.2471568,0.23910548000000004,0.24285028000000003,0.24285028000000003,74119327,0.0,1.0,ADAEUR
2022-12-22,0.23723308,0.24050978000000003,0.23077330000000001,0.24022892,0.24022892,78100191,0.0,1.0,ADAEUR
2022-12-21,0.24210132,0.24275665999999999,0.23199036,0.23723308,0.23723308,93178931,0.0,1.0,ADAEUR
2022-12-20,0.23676498,0.24537802,0.23517343999999998,0.24219494,0.24219494,79578969,0.0,1.0,ADAEUR
2022-12-19,0.24902920000000003,0.25221228,0.23292656,0.23676498,0.23676498,109679881,0.0,1.0,ADAEUR
2022-12-18,0.25015264,0.25399106,0.24593974,0.24893558000000005,0.24893558000000005,90386512,0.0,1.0,ADAEUR
2022-12-17,0.24650145999999998,0.25071435999999997,0.24219494,0.25015264,0.25015264,164203460,0.0,1.0,ADAEUR
2022-12-16,0.28114086000000005,0.28207706000000005,0.238731,0.24640784,0.24640784,218355848,0.0,1.0,ADAEUR
2022-12-15,0.2883496,0.28891131999999997,0.27730244000000004,0.28114086000000005,0.28114086000000005,88292967,0.0,1.0,ADAEUR
2022-12-14,0.29415404,0.29555834,0.28582186000000004,0.28825598,0.28825598,91418405,0.0,1.0,ADAEUR
2022-12-13,0.28731978,0.29836693999999997,0.28001741999999996,0.29415404,0.29415404,125438617,0.0,1.0,ADAEUR
2022-12-12,0.28769426000000003,0.28825598,0.28123448,0.28731978,0.28731978,59718587,0.0,1.0,ADAEUR
2022-12-11,0.29265612,0.294903,0.28563462,0.28778788,0.28778788,38521495,0.0,1.0,ADAEUR
2022-12-10,0.29200078,0.294903,0.29078372,0.29265612,0.29265612,23073305,0.0,1.0,ADAEUR
